playing,player,team,fallen,x,y,theta,ballage,ballx,bally,secsremaining,goodego
false,6,5,false,-1800.0002,-3000.0007,-2.2604332,-1.0,0.0,0.0,600,True
false,3,5,false,-1812.6888,2890.5125,-1.5399705,-1.0,0.0,0.0,600,True
false,7,13,false,-3130.6492,-3175.3782,-1.285531,-1.0,-10.0,-10.0,600,True
false,6,13,false,0.0,0.0,-1.9564463,-1.0,-10.0,-10.0,600,True
false,1,13,false,-3409.2402,-3087.333,1.7611659,-1.0,-10.0,-10.0,600,True
false,2,13,false,-1338.5797,-2935.0967,1.1738398,-1.0,-10.0,-10.0,600,True
false,3,13,false,-3190.7078,2875.8335,-1.1798093,-1.0,-10.0,-10.0,600,True
false,9,5,true,-3900.0005,-3000.0007,1.5775568,-1.0,0.0,0.0,600,True
false,4,5,false,816.88293,639.97064,0.60455793,-1.0,0.0,0.0,600,True
false,1,5,false,-3911.834,3050.8354,-1.5815227,-1.0,0.0,0.0,600,True
false,7,5,false,-2883.6516,-3025.346,1.5906646,-1.0,0.0,0.0,600,True
false,2,5,false,-2850.0005,3012.0483,-1.4777743,-1.0,0.0,0.0,600,True
false,8,5,true,-3900.0005,-3000.0007,1.567757,-1.0,0.0,0.0,600,True
false,5,5,false,-661.9854,-3005.47,1.6271757,-1.0,0.0,0.0,600,True
false,6,5,false,-1844.0228,-3000.0007,1.5346974,-1.0,0.0,0.0,600,True
false,3,5,false,-1800.8401,3000.0007,-1.5804378,-1.0,0.0,0.0,600,True
false,7,13,false,-3130.6492,-3175.3782,-1.2846053,-1.0,-10.0,-10.0,600,True
false,6,13,false,0.0,0.0,-1.9527155,-1.0,-10.0,-10.0,600,True
false,1,13,false,-3402.542,-2983.3245,1.6032432,-1.0,-10.0,-10.0,600,True
false,2,13,false,-1338.5797,-2935.0967,1.1745887,-1.0,-10.0,-10.0,600,True
false,3,13,false,-2665.8135,3110.4072,-1.2836072,-1.0,-10.0,-10.0,600,True
false,9,5,true,-3900.0005,-3000.0007,1.5773947,-1.0,0.0,0.0,600,True
false,4,5,false,-628.74146,2935.7327,-1.537166,-1.0,0.0,0.0,600,True
false,1,5,false,-3954.0537,3084.206,-1.5674903,-1.0,0.0,0.0,600,True
false,7,5,false,-2878.8708,-3031.7441,1.5964117,-1.0,0.0,0.0,600,True
false,2,5,false,-2863.344,3008.5537,-1.491035,-1.0,0.0,0.0,600,True
false,8,5,true,-3900.0005,-3000.0007,1.5665352,-1.0,0.0,0.0,600,True
false,5,5,false,-668.3958,-3010.573,1.6213428,-1.0,0.0,0.0,600,True
false,6,5,false,-1834.4036,-3000.0007,1.5399907,-1.0,0.0,0.0,600,True
false,3,5,false,-1856.4933,3018.0908,-1.5403779,-1.0,0.0,0.0,600,True
false,7,13,false,-1186.7097,2337.321,-1.2202109,-1.0,-10.0,-10.0,600,True
false,6,13,false,-2293.9348,3021.2937,-0.96847737,-1.0,-10.0,-10.0,600,True
false,1,13,false,-3404.1184,-2913.4731,1.5070586,-1.0,-10.0,-10.0,600,True
false,2,13,false,-1338.5797,-2935.0967,1.1748449,-1.0,-10.0,-10.0,600,True
false,3,13,false,-2881.3992,3026.8203,-1.3411251,-1.0,-10.0,-10.0,600,True
false,9,5,true,-3900.0005,-3000.0007,1.5772603,-1.0,0.0,0.0,600,True
false,4,5,false,-633.08136,3027.0085,-1.5444909,-1.0,0.0,0.0,600,True
false,7,5,false,-2878.8044,-3027.7944,1.5960367,-1.0,0.0,0.0,600,True
false,1,5,false,-3956.2715,3080.8013,-1.5531576,-1.0,0.0,0.0,600,True
false,2,5,false,-2893.012,3008.837,-1.4726992,-1.0,0.0,0.0,600,True
false,8,5,true,-3900.0005,-3000.0007,1.5671675,-1.0,0.0,0.0,600,True
false,5,5,false,-668.3958,-3010.573,1.6221211,-1.0,0.0,0.0,600,True
false,3,5,false,-1851.4307,2997.267,-1.5316756,-1.0,0.0,0.0,600,True
false,7,13,false,-1144.637,2123.6863,-1.446701,-1.0,-10.0,-10.0,600,True
false,6,5,false,-1827.0878,-3025.4226,1.5451641,-1.0,0.0,0.0,600,True
false,1,13,false,-3462.252,-2750.6643,1.9490054,-1.0,-10.0,-10.0,600,True
false,6,13,false,-2163.8462,2873.0696,-0.36887372,-1.0,-10.0,-10.0,600,True
false,2,13,false,-1338.5797,-2935.0967,1.1748716,-1.0,-10.0,-10.0,600,True
false,3,13,false,-2916.107,2849.6042,-1.7588003,-1.0,-10.0,-10.0,600,True
false,9,5,true,-3900.0005,-3000.0007,1.5774394,-1.0,0.0,0.0,600,True
false,4,5,false,-630.6718,3024.357,-1.5426093,-1.0,0.0,0.0,600,True
false,1,5,false,-3945.6704,3069.1626,-1.5522392,-1.0,0.0,0.0,600,True
false,7,5,false,-2876.7764,-3043.8071,1.5922083,-1.0,0.0,0.0,600,True
false,2,5,false,-2901.7817,3009.2117,-1.4705073,-1.0,0.0,0.0,600,True
false,8,5,true,-3900.0005,-3000.0007,1.5671248,-1.0,0.0,0.0,600,True
false,5,5,false,-684.3681,-3024.437,1.618595,-1.0,0.0,0.0,600,True
false,6,5,false,-1824.3678,-3026.607,1.5550731,-1.0,0.0,0.0,600,True
false,3,5,false,-1853.7668,2989.6765,-1.5361081,-1.0,0.0,0.0,600,True
false,7,13,false,-1113.1982,1873.6857,-1.4316599,-1.0,-10.0,-10.0,600,True
false,6,13,false,-2021.116,2731.2363,-0.13663077,-1.0,-10.0,-10.0,600,True
false,1,13,false,-3379.9785,-2887.0413,2.0216317,-1.0,-10.0,-10.0,600,True
false,2,13,false,-1338.5797,-2935.0967,1.1748049,-1.0,-10.0,-10.0,600,True
false,3,13,false,-3051.2754,2649.0645,-1.8571533,-1.0,-10.0,-10.0,600,True
false,9,5,true,-3900.0005,-3000.0007,1.5776423,-1.0,0.0,0.0,600,True
false,4,5,false,-630.582,3024.405,-1.5421191,-1.0,0.0,0.0,600,True
false,1,5,false,-3960.7,3066.2117,-1.5545332,-1.0,0.0,0.0,600,True
false,7,5,false,-2882.202,-3043.4443,1.6033784,-1.0,0.0,0.0,600,True
false,2,5,false,-2901.7817,3009.2117,-1.4707656,-1.0,0.0,0.0,600,True
false,8,5,true,-3900.0005,-3000.0007,1.5682482,-1.0,0.0,0.0,600,True
false,5,5,false,-695.246,-3049.9841,1.6142306,-1.0,0.0,0.0,600,True
false,6,5,false,-1801.9202,-3030.3992,1.5911663,-1.0,0.0,0.0,600,True
false,3,5,false,-1853.7668,2989.6765,-1.5361198,-1.0,0.0,0.0,600,True
false,7,13,false,-1056.1752,1750.4172,-1.1871276,-1.0,-10.0,-10.0,600,True
false,1,13,false,-3450.3875,-2761.0176,2.0692873,-1.0,-10.0,-10.0,600,True
false,6,13,false,-1836.9382,2601.21,-0.028776407,-1.0,-10.0,-10.0,600,True
false,2,13,false,-1473.7888,-2844.2559,1.1261477,-1.0,-10.0,-10.0,600,True
false,3,13,false,-3149.7444,2458.3853,-1.6939632,-1.0,-10.0,-10.0,600,True
false,9,5,true,-3900.0005,-3000.0007,1.5779704,-1.0,0.0,0.0,600,True
false,4,5,false,-630.582,3024.405,-1.5427591,-1.0,0.0,0.0,600,True
false,1,5,false,-3948.3784,3066.6704,-1.5680386,-1.0,0.0,0.0,600,True
false,7,5,false,-2900.9226,-3045.786,1.5907195,-1.0,0.0,0.0,600,True
false,2,5,false,-2901.7817,3009.2117,-1.4717103,-1.0,0.0,0.0,600,True
false,8,5,true,-3900.0005,-3000.0007,1.5680156,-1.0,0.0,0.0,600,True
false,5,5,false,-699.41724,-3046.4219,1.6168287,-1.0,0.0,0.0,600,True
false,6,5,false,-1791.9368,-3042.2346,1.6088527,-1.0,0.0,0.0,600,True
false,3,5,false,-1853.7668,2989.6765,-1.5337825,-1.0,0.0,0.0,600,True
false,7,13,false,-1030.0536,1567.2323,-0.7727673,-1.0,-10.0,-10.0,600,True
false,6,13,false,-1656.1611,2475.7708,-0.08484542,-1.0,-10.0,-10.0,600,True
